"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36005015900","Census Tract 159, Bronx County, New York","715","27","0","12","0","12","0","12","126","58","114","45","110","66","113","55","64","40","5","8","183","73"
"1400000US36005016000","Census Tract 160, Bronx County, New York","1601","53","0","12","0","12","305","102","65","68","143","78","105","70","292","109","262","102","135","76","294","110"
"1400000US36005016100","Census Tract 161, Bronx County, New York","1910","71","159","83","51","54","147","90","71","54","60","49","320","130","64","59","393","128","53","46","592","158"
"1400000US36005016200","Census Tract 162, Bronx County, New York","607","37","0","12","0","12","0","12","0","12","1","5","21","15","223","62","21","15","15","22","326","68"
"1400000US36005016300","Census Tract 163, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005016400","Census Tract 164, Bronx County, New York","470","18","13","20","0","12","13","21","14","15","26","28","34","25","14","14","13","9","86","36","257","49"
"1400000US36005016500","Census Tract 165, Bronx County, New York","378","25","0","12","0","12","17","23","68","33","28","19","11","12","29","23","55","36","2","4","168","40"
"1400000US36005016600","Census Tract 166, Bronx County, New York","838","40","0","12","0","12","8","11","9","13","16","18","21","24","202","62","322","64","125","56","135","58"
"1400000US36005016700","Census Tract 167, Bronx County, New York","1065","43","14","17","311","83","203","65","80","41","24","24","32","23","27","23","23","22","81","50","270","73"
"1400000US36005016900","Census Tract 169, Bronx County, New York","523","16","0","12","16","24","112","36","81","37","57","34","48","34","37","31","39","30","25","25","108","42"
"1400000US36005017100","Census Tract 171, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005017300","Census Tract 173, Bronx County, New York","2163","97","18","28","0","17","82","113","68","78","188","123","266","131","113","88","160","113","534","227","734","236"
"1400000US36005017500","Census Tract 175, Bronx County, New York","2632","80","0","17","0","17","0","17","68","69","35","40","204","122","339","185","275","138","235","133","1476","250"
"1400000US36005017701","Census Tract 177.01, Bronx County, New York","1421","58","13","22","13","20","126","86","8","15","54","50","96","71","132","91","170","95","122","87","687","174"
"1400000US36005017702","Census Tract 177.02, Bronx County, New York","1841","55","0","17","0","17","279","96","181","82","45","37","17","25","56","58","114","55","97","66","1052","145"
"1400000US36005017901","Census Tract 179.01, Bronx County, New York","1788","56","0","12","38","34","173","76","74","59","42","54","35","32","39","34","73","48","176","87","1138","135"
"1400000US36005017902","Census Tract 179.02, Bronx County, New York","1235","28","26","38","0","12","60","46","96","96","132","94","43","40","73","49","136","63","33","42","636","115"
"1400000US36005018101","Census Tract 181.01, Bronx County, New York","1109","61","0","12","0","12","0","12","28","45","61","49","75","52","91","52","21","33","258","103","575","116"
"1400000US36005018102","Census Tract 181.02, Bronx County, New York","1757","33","0","17","0","17","0","17","20","22","48","47","67","47","106","67","105","61","75","48","1336","90"
"1400000US36005018301","Census Tract 183.01, Bronx County, New York","2059","40","0","12","0","12","0","12","8","12","32","34","77","44","381","76","212","87","367","108","982","132"
"1400000US36005018302","Census Tract 183.02, Bronx County, New York","1345","37","0","12","0","12","23","42","17","28","12","23","34","35","229","81","108","49","170","82","752","102"
"1400000US36005018400","Census Tract 184, Bronx County, New York","1588","62","0","12","0","12","31","34","131","78","47","36","131","72","136","63","354","95","201","90","557","116"
"1400000US36005018500","Census Tract 185, Bronx County, New York","3125","92","321","151","148","113","837","208","262","136","114","93","78","65","0","17","86","85","174","115","1105","242"
"1400000US36005018900","Census Tract 189, Bronx County, New York","3037","95","153","100","0","17","158","85","89","80","143","121","0","17","187","132","308","126","365","145","1634","260"
"1400000US36005019300","Census Tract 193, Bronx County, New York","2382","46","80","84","128","82","66","67","143","87","50","78","78","66","196","144","390","153","224","147","1027","210"
"1400000US36005019400","Census Tract 194, Bronx County, New York","779","45","0","12","0","12","56","32","0","12","14","15","57","39","122","53","161","61","13","21","356","91"
"1400000US36005019500","Census Tract 195, Bronx County, New York","2769","70","42","67","0","17","294","93","151","93","19","36","9","16","151","98","251","130","297","130","1555","237"
"1400000US36005019700","Census Tract 197, Bronx County, New York","2297","54","0","17","16","30","0","17","42","52","0","17","108","76","56","54","93","71","329","174","1653","180"
"1400000US36005019900","Census Tract 199, Bronx County, New York","2950","39","0","17","0","17","155","72","391","158","189","106","209","133","125","87","226","113","485","181","1170","228"
"1400000US36005020000","Census Tract 200, Bronx County, New York","1598","51","0","12","0","12","193","84","55","39","87","51","31","34","126","74","217","81","317","96","572","120"
"1400000US36005020100","Census Tract 201, Bronx County, New York","1398","23","0","12","13","16","201","86","109","63","3","8","71","51","116","67","84","52","158","74","643","106"
"1400000US36005020200","Census Tract 202, Bronx County, New York","916","41","0","12","175","56","85","45","19","15","0","12","0","12","56","33","77","44","128","52","376","74"
"1400000US36005020400","Census Tract 204, Bronx County, New York","1102","50","0","12","0","12","51","46","26","31","63","53","132","73","126","83","68","68","132","70","504","131"
"1400000US36005020501","Census Tract 205.01, Bronx County, New York","2912","74","9","14","213","157","234","156","56","53","70","68","349","126","266","124","567","144","460","166","688","206"
"1400000US36005020502","Census Tract 205.02, Bronx County, New York","975","31","0","12","5","8","35","32","36","22","19","20","213","56","73","39","55","31","90","50","449","79"
"1400000US36005020601","Census Tract 206.01, Bronx County, New York","979","91","7","13","0","12","158","112","32","37","38","40","20","22","90","74","81","62","22","22","531","102"
"1400000US36005020900","Census Tract 209, Bronx County, New York","1799","51","0","12","0","12","0","12","143","68","87","53","82","59","113","55","256","105","262","100","856","147"
"1400000US36005021001","Census Tract 210.01, Bronx County, New York","4060","71","0","17","0","17","0","17","40","45","0","17","121","106","298","131","280","151","1940","288","1381","290"
"1400000US36005021002","Census Tract 210.02, Bronx County, New York","3049","77","0","17","25","41","0","17","51","61","35","45","243","136","231","152","382","169","1227","225","855","208"
"1400000US36005021100","Census Tract 211, Bronx County, New York","2033","68","0","17","0","17","318","106","60","50","62","57","75","46","146","81","203","82","182","89","987","157"
"1400000US36005021200","Census Tract 212, Bronx County, New York","2468","57","0","12","0","12","0","12","50","45","0","12","25","39","237","171","282","158","992","235","882","212"
"1400000US36005021301","Census Tract 213.01, Bronx County, New York","474","30","0","12","17","17","41","30","18","27","38","27","17","19","49","34","35","28","70","48","189","75"
"1400000US36005021302","Census Tract 213.02, Bronx County, New York","2260","38","11","19","310","161","524","204","356","167","31","52","76","84","0","17","58","64","114","107","780","214"
"1400000US36005021501","Census Tract 215.01, Bronx County, New York","1461","31","0","12","71","47","32","31","60","48","56","42","61","38","101","53","18","21","233","92","829","128"
"1400000US36005021502","Census Tract 215.02, Bronx County, New York","2225","31","43","44","0","17","92","77","141","79","171","87","121","74","61","50","185","94","190","81","1221","184"
"1400000US36005021601","Census Tract 216.01, Bronx County, New York","1760","46","0","12","17","28","42","39","73","49","16","26","303","113","158","84","166","81","307","125","678","135"
"1400000US36005021602","Census Tract 216.02, Bronx County, New York","2569","76","0","17","0","17","25","40","10","19","16","27","75","61","164","94","194","132","829","175","1256","215"
"1400000US36005021700","Census Tract 217, Bronx County, New York","1823","92","65","23","21","24","38","37","89","63","0","17","23","27","35","35","131","71","205","97","1216","146"
"1400000US36005021800","Census Tract 218, Bronx County, New York","2435","100","0","17","0","17","33","52","97","87","67","54","101","73","492","218","186","116","262","122","1197","229"
"1400000US36005021900","Census Tract 219, Bronx County, New York","376","21","0","12","0","12","0","12","7","11","0","12","0","12","5","8","13","16","23","18","328","32"
"1400000US36005022000","Census Tract 220, Bronx County, New York","742","39","73","34","52","41","172","55","29","24","50","37","10","16","13","21","94","55","40","35","209","76"
"1400000US36005022101","Census Tract 221.01, Bronx County, New York","1276","44","58","37","24","28","222","85","99","58","65","55","13","17","61","48","15","22","117","80","602","141"
"1400000US36005022102","Census Tract 221.02, Bronx County, New York","1745","43","0","17","0","17","46","54","14","23","37","33","29","33","99","61","72","58","160","82","1288","144"
"1400000US36005022200","Census Tract 222, Bronx County, New York","1169","72","8","12","20","18","34","52","12","18","71","51","181","83","71","47","242","75","30","30","500","111"
"1400000US36005022300","Census Tract 223, Bronx County, New York","1889","38","0","17","0","17","0","17","73","48","202","77","155","74","119","67","107","76","231","116","1002","164"
"1400000US36005022401","Census Tract 224.01, Bronx County, New York","1173","29","0","12","0","12","0","12","0","12","0","12","53","43","68","60","208","91","446","96","398","109"
"1400000US36005022403","Census Tract 224.03, Bronx County, New York","1356","38","0","12","0","12","51","48","0","12","16","19","21","25","73","58","61","53","332","123","802","159"
